"Sample.ID","Replicate.Number","Sample.Volume","Sample.Collection.Method","Filter.Preservation.Method","Sample.Notes","Filter.Type","Filter.Pore.Size","Survey.Date.and.Time","Site.Name","Crew","Blank.Included","Site.Notes","County","State","Year","Habitat","Size","Site.Character","Project.Name","Waterbody.Name","Sample.Depth","Sub.Site.Locations","flow.CMS","Air.Temperature","Water.Temperature","Dissolved.Oxygen","Specific.Conductance","pH","X.Coordinate","Y.Coordinate","Extraction.Status","Location.Storage.Method","DNA.Volume.ul.remaining","RNA.Volume.ul.remaining"
"Scott3_20230718_6",6,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 16:56","Scott3","Genidaqs - GS, KK, SC, DC","no","Site directly below two houses on river left. Steep road access at small perched culvert.","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,21.66666667,20.2,8.48,0.1,NA,-123.0980995,41.63494483,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Scott3_20230718_7",7,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 16:56","Scott3","Genidaqs - GS, KK, SC, DC","no","Site directly below two houses on river left. Steep road access at small perched culvert.","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,21.66666667,20.2,8.48,0.1,NA,-123.0980995,41.63494483,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Scott3_20230718_8",8,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 16:56","Scott3","Genidaqs - GS, KK, SC, DC","no","Site directly below two houses on river left. Steep road access at small perched culvert.","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,21.66666667,20.2,8.48,0.1,NA,-123.0980995,41.63494483,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Scott3_20230718_9",9,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 16:56","Scott3","Genidaqs - GS, KK, SC, DC","no","Site directly below two houses on river left. Steep road access at small perched culvert.","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,21.66666667,20.2,8.48,0.1,NA,-123.0980995,41.63494483,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Canyon1_20230718_1",1,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 17:46","Canyon1","Genidaqs ","no","Easy access from camping, parking area","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Canyon Creek","Surface","L,R,C",0.24680168,21.11111111,13.4,9.11,160.1,NA,-123.1039155,41.63151082,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Canyon1_20230718_2",2,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 17:46","Canyon1","Genidaqs ","no","Easy access from camping, parking area","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Canyon Creek","Surface","L,R,C",0.24680168,21.11111111,13.4,9.11,160.1,NA,-123.1039155,41.63151082,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Canyon1_20230718_3",3,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 17:46","Canyon1","Genidaqs ","no","Easy access from camping, parking area","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Canyon Creek","Surface","L,R,C",0.24680168,21.11111111,13.4,9.11,160.1,NA,-123.1039155,41.63151082,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Canyon1_20230718_4",4,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 17:46","Canyon1","Genidaqs ","no","Easy access from camping, parking area","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Canyon Creek","Surface","L,R,C",0.24680168,21.11111111,13.4,9.11,160.1,NA,-123.1039155,41.63151082,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Canyon1_20230718_5",5,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 17:46","Canyon1","Genidaqs ","no","Easy access from camping, parking area","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Canyon Creek","Surface","L,R,C",0.24680168,21.11111111,13.4,9.11,160.1,NA,-123.1039155,41.63151082,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Canyon1_20230718_6",6,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 17:46","Canyon1","Genidaqs ","no","Easy access from camping, parking area","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Canyon Creek","Surface","L,R,C",0.24680168,21.11111111,13.4,9.11,160.1,NA,-123.1039155,41.63151082,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Canyon1_20230718_7",7,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 17:46","Canyon1","Genidaqs ","no","Easy access from camping, parking area","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Canyon Creek","Surface","L,R,C",0.24680168,21.11111111,13.4,9.11,160.1,NA,-123.1039155,41.63151082,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Canyon1_20230718_8",8,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 17:46","Canyon1","Genidaqs ","no","Easy access from camping, parking area","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Canyon Creek","Surface","L,R,C",0.24680168,21.11111111,13.4,9.11,160.1,NA,-123.1039155,41.63151082,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Canyon1_20230718_9",9,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 17:46","Canyon1","Genidaqs ","no","Easy access from camping, parking area","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Canyon Creek","Surface","L,R,C",0.24680168,21.11111111,13.4,9.11,160.1,NA,-123.1039155,41.63151082,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Scott2_20230718_1",1,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 18:57","Scott2","Genidaqs ","no","Relocated downstream of turn out- access down rock ridge - sampled near a in stream logger","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,NA,20,8.62,229.4,NA,-123.1134637,41.64473132,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Scott2_20230718_2",2,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 18:57","Scott2","Genidaqs ","no","Relocated downstream of turn out- access down rock ridge - sampled near a in stream logger","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,NA,20,8.62,229.4,NA,-123.1134637,41.64473132,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Scott2_20230718_3",3,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 18:57","Scott2","Genidaqs ","no","Relocated downstream of turn out- access down rock ridge - sampled near a in stream logger","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,NA,20,8.62,229.4,NA,-123.1134637,41.64473132,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Scott2_20230718_4",4,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 18:57","Scott2","Genidaqs ","no","Relocated downstream of turn out- access down rock ridge - sampled near a in stream logger","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,NA,20,8.62,229.4,NA,-123.1134637,41.64473132,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Scott2_20230718_5",5,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 18:57","Scott2","Genidaqs ","no","Relocated downstream of turn out- access down rock ridge - sampled near a in stream logger","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,NA,20,8.62,229.4,NA,-123.1134637,41.64473132,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Scott2_20230718_6",6,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 18:57","Scott2","Genidaqs ","no","Relocated downstream of turn out- access down rock ridge - sampled near a in stream logger","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,NA,20,8.62,229.4,NA,-123.1134637,41.64473132,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Scott2_20230718_7",7,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 18:57","Scott2","Genidaqs ","no","Relocated downstream of turn out- access down rock ridge - sampled near a in stream logger","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,NA,20,8.62,229.4,NA,-123.1134637,41.64473132,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Scott2_20230718_8",8,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 18:57","Scott2","Genidaqs ","no","Relocated downstream of turn out- access down rock ridge - sampled near a in stream logger","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,NA,20,8.62,229.4,NA,-123.1134637,41.64473132,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Scott2_20230718_9",9,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 18:57","Scott2","Genidaqs ","no","Relocated downstream of turn out- access down rock ridge - sampled near a in stream logger","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,R,C",1.94,NA,20,8.62,229.4,NA,-123.1134637,41.64473132,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Kelsey1_20230718_1",1,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 19:35","Kelsey1","Genidaqs ","no","Sampled immediately below bridge","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.2987979,30,15.8,8.9,158.3,NA,-123.1180778,41.64503985,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Kelsey1_20230718_2",2,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 19:35","Kelsey1","Genidaqs ","no","Sampled immediately below bridge","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.2987979,30,15.8,8.9,158.3,NA,-123.1180778,41.64503985,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Kelsey1_20230718_3",3,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 19:35","Kelsey1","Genidaqs ","no","Sampled immediately below bridge","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.2987979,30,15.8,8.9,158.3,NA,-123.1180778,41.64503985,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Kelsey1_20230718_4",4,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 19:35","Kelsey1","Genidaqs ","no","Sampled immediately below bridge","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.2987979,30,15.8,8.9,158.3,NA,-123.1180778,41.64503985,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Kelsey1_20230718_5",5,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 19:35","Kelsey1","Genidaqs ","no","Sampled immediately below bridge","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.2987979,30,15.8,8.9,158.3,NA,-123.1180778,41.64503985,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Kelsey1_20230718_6",6,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 19:35","Kelsey1","Genidaqs ","no","Sampled immediately below bridge","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.2987979,30,15.8,8.9,158.3,NA,-123.1180778,41.64503985,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Kelsey1_20230718_7",7,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 19:35","Kelsey1","Genidaqs ","no","Sampled immediately below bridge","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.2987979,30,15.8,8.9,158.3,NA,-123.1180778,41.64503985,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Kelsey1_20230718_8",8,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 19:35","Kelsey1","Genidaqs ","no","Sampled immediately below bridge","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.2987979,30,15.8,8.9,158.3,NA,-123.1180778,41.64503985,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Kelsey1_20230718_9",9,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 19:35","Kelsey1","Genidaqs ","no","Sampled immediately below bridge","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.2987979,30,15.8,8.9,158.3,NA,-123.1180778,41.64503985,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Kelsey2_20230718_1",1,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 20:12","Kelsey2","Genidaqs ","no","Hiked Kelsey Creek Rd trail until slot canyon encountered- sampled downstream of canyon","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.29782212,28.33333333,15.9,9,161.3,NA,-123.1249663,41.64320375,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Kelsey2_20230718_2",2,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 20:12","Kelsey2","Genidaqs ","no","Hiked Kelsey Creek Rd trail until slot canyon encountered- sampled downstream of canyon","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.29782212,28.33333333,15.9,9,161.3,NA,-123.1249663,41.64320375,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Kelsey2_20230718_3",3,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 20:12","Kelsey2","Genidaqs ","no","Hiked Kelsey Creek Rd trail until slot canyon encountered- sampled downstream of canyon","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.29782212,28.33333333,15.9,9,161.3,NA,-123.1249663,41.64320375,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Kelsey2_20230718_4",4,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 20:12","Kelsey2","Genidaqs ","no","Hiked Kelsey Creek Rd trail until slot canyon encountered- sampled downstream of canyon","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.29782212,28.33333333,15.9,9,161.3,NA,-123.1249663,41.64320375,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Kelsey2_20230718_5",5,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 20:12","Kelsey2","Genidaqs ","no","Hiked Kelsey Creek Rd trail until slot canyon encountered- sampled downstream of canyon","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.29782212,28.33333333,15.9,9,161.3,NA,-123.1249663,41.64320375,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Kelsey2_20230718_6",6,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 20:12","Kelsey2","Genidaqs ","no","Hiked Kelsey Creek Rd trail until slot canyon encountered- sampled downstream of canyon","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.29782212,28.33333333,15.9,9,161.3,NA,-123.1249663,41.64320375,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Kelsey2_20230718_7",7,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 20:12","Kelsey2","Genidaqs ","no","Hiked Kelsey Creek Rd trail until slot canyon encountered- sampled downstream of canyon","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.29782212,28.33333333,15.9,9,161.3,NA,-123.1249663,41.64320375,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Kelsey2_20230718_8",8,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 20:12","Kelsey2","Genidaqs ","no","Hiked Kelsey Creek Rd trail until slot canyon encountered- sampled downstream of canyon","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.29782212,28.33333333,15.9,9,161.3,NA,-123.1249663,41.64320375,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Kelsey2_20230718_9",9,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 20:12","Kelsey2","Genidaqs ","no","Hiked Kelsey Creek Rd trail until slot canyon encountered- sampled downstream of canyon","Siskiyou","CA",2023,"Stream","Tributary","Reference, anadromous","PRJ107489_Lower Klamath Project ","Kelsey Creek","Surface","L,R,C",0.29782212,28.33333333,15.9,9,161.3,NA,-123.1249663,41.64320375,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Scott1_20230718_1",1,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 21:08","Scott1","Genidaqs ","no","Relocated to area upstream of Deep Creek - sampled at bedrock chute","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,C",1.94,32.22222222,21.6,8.48,221.3,NA,-123.1139399,41.66400945,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Scott1_20230718_2",2,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 21:08","Scott1","Genidaqs ","no","Relocated to area upstream of Deep Creek - sampled at bedrock chute","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,C",1.94,32.22222222,21.6,8.48,221.3,NA,-123.1139399,41.66400945,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Scott1_20230718_3",3,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 21:08","Scott1","Genidaqs ","no","Relocated to area upstream of Deep Creek - sampled at bedrock chute","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,C",1.94,32.22222222,21.6,8.48,221.3,NA,-123.1139399,41.66400945,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Scott1_20230718_4",4,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 21:08","Scott1","Genidaqs ","no","Relocated to area upstream of Deep Creek - sampled at bedrock chute","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,C",1.94,32.22222222,21.6,8.48,221.3,NA,-123.1139399,41.66400945,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Scott1_20230718_5",5,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 21:08","Scott1","Genidaqs ","no","Relocated to area upstream of Deep Creek - sampled at bedrock chute","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,C",1.94,32.22222222,21.6,8.48,221.3,NA,-123.1139399,41.66400945,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Scott1_20230718_6",6,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 21:08","Scott1","Genidaqs ","no","Relocated to area upstream of Deep Creek - sampled at bedrock chute","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,C",1.94,32.22222222,21.6,8.48,221.3,NA,-123.1139399,41.66400945,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Scott1_20230718_7",7,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 21:08","Scott1","Genidaqs ","no","Relocated to area upstream of Deep Creek - sampled at bedrock chute","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,C",1.94,32.22222222,21.6,8.48,221.3,NA,-123.1139399,41.66400945,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Scott1_20230718_8",8,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/18/2023 21:08","Scott1","Genidaqs ","no","Relocated to area upstream of Deep Creek - sampled at bedrock chute","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,C",1.94,32.22222222,21.6,8.48,221.3,NA,-123.1139399,41.66400945,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Scott1_20230718_9",9,1000,"pooled water sample","RNAprotect Tissue Reagent","Taken at bedrock chute - well mixed","Sterivex","0.45 micron","7/18/2023 21:08","Scott1","Genidaqs ","no","Relocated to area upstream of Deep Creek - sampled at bedrock chute","Siskiyou","CA",2023,"Stream","Mainstem","Reference, anadromous","PRJ107489_Lower Klamath Project ","Scott River","Surface","L,C",1.94,32.22222222,21.6,8.48,221.3,NA,-123.1139399,41.66400945,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Jenny4_20230719_1",1,1000,"Deionized water","RNAprotect Tissue Reagent","Field blank","Sterivex","0.45 micron","7/19/2023 17:27","Jenny4","DC, DK, SS","yes","No pH, relocated due to beaver pond","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, above barrier","PRJ107489_Lower Klamath Project ","Jenny Creek","Surface","L,R,C",0.815432346,30.2,18.5,8.38,221.1,NA,-122.358247,42.0232263,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Jenny4_20230719_2",2,425,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/19/2023 17:27","Jenny4","DC, DK, SS","yes","No pH, relocated due to beaver pond","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, above barrier","PRJ107489_Lower Klamath Project ","Jenny Creek","Surface","L,R,C",0.815432346,30.2,18.5,8.38,221.1,NA,-122.358247,42.0232263,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Jenny4_20230719_3",3,460,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/19/2023 17:27","Jenny4","DC, DK, SS","yes","No pH, relocated due to beaver pond","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, above barrier","PRJ107489_Lower Klamath Project ","Jenny Creek","Surface","L,R,C",0.815432346,30.2,18.5,8.38,221.1,NA,-122.358247,42.0232263,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Jenny4_20230719_4",4,510,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/19/2023 17:27","Jenny4","DC, DK, SS","yes","No pH, relocated due to beaver pond","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, above barrier","PRJ107489_Lower Klamath Project ","Jenny Creek","Surface","L,R,C",0.815432346,30.2,18.5,8.38,221.1,NA,-122.358247,42.0232263,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Jenny4_20230719_5",5,500,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/19/2023 17:27","Jenny4","DC, DK, SS","yes","No pH, relocated due to beaver pond","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, above barrier","PRJ107489_Lower Klamath Project ","Jenny Creek","Surface","L,R,C",0.815432346,30.2,18.5,8.38,221.1,NA,-122.358247,42.0232263,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Jenny4_20230719_6",6,450,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/19/2023 17:27","Jenny4","DC, DK, SS","yes","No pH, relocated due to beaver pond","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, above barrier","PRJ107489_Lower Klamath Project ","Jenny Creek","Surface","L,R,C",0.815432346,30.2,18.5,8.38,221.1,NA,-122.358247,42.0232263,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Jenny4_20230719_7",7,500,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/19/2023 17:27","Jenny4","DC, DK, SS","yes","No pH, relocated due to beaver pond","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, above barrier","PRJ107489_Lower Klamath Project ","Jenny Creek","Surface","L,R,C",0.815432346,30.2,18.5,8.38,221.1,NA,-122.358247,42.0232263,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
